WWR-NS,WWR-EW,ShadeDepth,SHGC,VLT,ExWall,EUI (kWh/m2),Conc_Roof(m3),Conc_ExWall(m3),Conc_Floor(m3),ins_Roof(m3),ins_ExWall(m3),ins_IntWall(m3),PB_Roof(m3),PB_ExWall(m3),PB_IntWall(m3),Glass(m2),ShadeArea(m2),img
80,60,0,0.58,0.66,1.4,170.96,473.715556,60.05788,473.715556,307.915112,13.212734,154.248213,30.791511,3.903762,95.486989,783.602369,0,WWR-NS3_WWR-EW2_ShadeDepth0_SHGCVLT3_ExWall0.png
20,80,0,0.58,0.66,1.4,135.94,473.715556,143.275301,473.715556,307.915112,31.520566,154.248213,30.791511,9.312895,95.486989,367.515263,0,WWR-NS0_WWR-EW3_ShadeDepth0_SHGCVLT3_ExWall0.png
40,80,0,0.58,0.66,1.4,148.57,473.715556,113.295299,473.715556,307.915112,24.924966,154.248213,30.791511,7.364194,95.486989,517.415275,0,WWR-NS1_WWR-EW3_ShadeDepth0_SHGCVLT3_ExWall0.png
60,80,0,0.58,0.66,1.4,160.19,473.715556,83.315296,473.715556,307.915112,18.329365,154.248213,30.791511,5.415494,95.486989,667.315288,0,WWR-NS2_WWR-EW3_ShadeDepth0_SHGCVLT3_ExWall0.png
80,80,0,0.58,0.66,1.4,172.71,473.715556,53.335293,473.715556,307.915112,11.733765,154.248213,30.791511,3.466794,95.486989,817.215301,0,WWR-NS3_WWR-EW3_ShadeDepth0_SHGCVLT3_ExWall0.png
20,20,300,0.58,0.66,1.4,127.33,473.715556,163.44306,473.715556,307.915112,35.957473,154.248213,30.791511,10.623799,95.486989,266.676467,27.526942,WWR-NS0_WWR-EW0_ShadeDepth1_SHGCVLT3_ExWall0.png
40,20,300,0.58,0.66,1.4,137.53,473.715556,133.463058,473.715556,307.915112,29.361873,154.248213,30.791511,8.675099,95.486989,416.57648,50.011944,WWR-NS1_WWR-EW0_ShadeDepth1_SHGCVLT3_ExWall0.png
60,20,300,0.58,0.66,1.4,150.14,473.715556,103.483055,473.715556,307.915112,22.766272,154.248213,30.791511,6.726399,95.486989,566.476493,54.009277,WWR-NS2_WWR-EW0_ShadeDepth1_SHGCVLT3_ExWall0.png
80,20,300,0.58,0.66,1.4,163.49,473.715556,73.503053,473.715556,307.915112,16.170672,154.248213,30.791511,4.777698,95.486989,716.376506,54.009277,WWR-NS3_WWR-EW0_ShadeDepth1_SHGCVLT3_ExWall0.png
20,40,300,0.58,0.66,1.4,129.27,473.715556,156.720474,473.715556,307.915112,34.478504,154.248213,30.791511,10.186831,95.486989,300.289399,32.568881,WWR-NS0_WWR-EW1_ShadeDepth1_SHGCVLT3_ExWall0.png
40,40,300,0.58,0.66,1.4,139.23,473.715556,126.740471,473.715556,307.915112,27.882904,154.248213,30.791511,8.238131,95.486989,450.189412,55.053883,WWR-NS1_WWR-EW1_ShadeDepth1_SHGCVLT3_ExWall0.png
60,40,300,0.58,0.66,1.4,151.7,473.715556,96.760469,473.715556,307.915112,21.287303,154.248213,30.791511,6.28943,95.486989,600.089425,59.051217,WWR-NS2_WWR-EW1_ShadeDepth1_SHGCVLT3_ExWall0.png
80,40,300,0.58,0.66,1.4,164.7,473.715556,66.780466,473.715556,307.915112,14.691703,154.248213,30.791511,4.34073,95.486989,749.989437,59.051217,WWR-NS3_WWR-EW1_ShadeDepth1_SHGCVLT3_ExWall0.png
20,60,300,0.58,0.66,1.4,131.4,473.715556,149.997887,473.715556,307.915112,32.999535,154.248213,30.791511,9.749863,95.486989,333.902331,33.465226,WWR-NS0_WWR-EW2_ShadeDepth1_SHGCVLT3_ExWall0.png
40,60,300,0.58,0.66,1.4,141.3,473.715556,120.017885,473.715556,307.915112,26.403935,154.248213,30.791511,7.801163,95.486989,483.802344,55.950228,WWR-NS1_WWR-EW2_ShadeDepth1_SHGCVLT3_ExWall0.png
60,60,300,0.58,0.66,1.4,153.45,473.715556,90.037882,473.715556,307.915112,19.808334,154.248213,30.791511,5.852462,95.486989,633.702356,59.947562,WWR-NS2_WWR-EW2_ShadeDepth1_SHGCVLT3_ExWall0.png
80,60,300,0.58,0.66,1.4,166.33,473.715556,60.05788,473.715556,307.915112,13.212734,154.248213,30.791511,3.903762,95.486989,783.602369,59.947562,WWR-NS3_WWR-EW2_ShadeDepth1_SHGCVLT3_ExWall0.png
20,80,300,0.58,0.66,1.4,133.59,473.715556,143.275301,473.715556,307.915112,31.520566,154.248213,30.791511,9.312895,95.486989,367.515263,33.465226,WWR-NS0_WWR-EW3_ShadeDepth1_SHGCVLT3_ExWall0.png
40,80,300,0.58,0.66,1.4,143.41,473.715556,113.295299,473.715556,307.915112,24.924966,154.248213,30.791511,7.364194,95.486989,517.415275,55.950228,WWR-NS1_WWR-EW3_ShadeDepth1_SHGCVLT3_ExWall0.png
60,80,300,0.58,0.66,1.4,155.48,473.715556,83.315296,473.715556,307.915112,18.329365,154.248213,30.791511,5.415494,95.486989,667.315288,59.947562,WWR-NS2_WWR-EW3_ShadeDepth1_SHGCVLT3_ExWall0.png
80,80,300,0.58,0.66,1.4,168.07,473.715556,53.335293,473.715556,307.915112,11.733765,154.248213,30.791511,3.466794,95.486989,817.215301,59.947562,WWR-NS3_WWR-EW3_ShadeDepth1_SHGCVLT3_ExWall0.png
20,20,600,0.58,0.66,1.4,125.97,473.715556,163.44306,473.715556,307.915112,35.957473,154.248213,30.791511,10.623799,95.486989,266.676467,55.053883,WWR-NS0_WWR-EW0_ShadeDepth2_SHGCVLT3_ExWall0.png
40,20,600,0.58,0.66,1.4,134.4,473.715556,133.463058,473.715556,307.915112,29.361873,154.248213,30.791511,8.675099,95.486989,416.57648,100.023887,WWR-NS1_WWR-EW0_ShadeDepth2_SHGCVLT3_ExWall0.png
60,20,600,0.58,0.66,1.4,146.34,473.715556,103.483055,473.715556,307.915112,22.766272,154.248213,30.791511,6.726399,95.486989,566.476493,108.018555,WWR-NS2_WWR-EW0_ShadeDepth2_SHGCVLT3_ExWall0.png
80,20,600,0.58,0.66,1.4,159.31,473.715556,73.503053,473.715556,307.915112,16.170672,154.248213,30.791511,4.777698,95.486989,716.376506,108.018555,WWR-NS3_WWR-EW0_ShadeDepth2_SHGCVLT3_ExWall0.png
20,40,600,0.58,0.66,1.4,127.56,473.715556,156.720474,473.715556,307.915112,34.478504,154.248213,30.791511,10.186831,95.486989,300.289399,65.137763,WWR-NS0_WWR-EW1_ShadeDepth2_SHGCVLT3_ExWall0.png
40,40,600,0.58,0.66,1.4,135.79,473.715556,126.740471,473.715556,307.915112,27.882904,154.248213,30.791511,8.238131,95.486989,450.189412,110.107767,WWR-NS1_WWR-EW1_ShadeDepth2_SHGCVLT3_ExWall0.png
60,40,600,0.58,0.66,1.4,147.63,473.715556,96.760469,473.715556,307.915112,21.287303,154.248213,30.791511,6.28943,95.486989,600.089425,118.102434,WWR-NS2_WWR-EW1_ShadeDepth2_SHGCVLT3_ExWall0.png
80,40,600,0.58,0.66,1.4,160.52,473.715556,66.780466,473.715556,307.915112,14.691703,154.248213,30.791511,4.34073,95.486989,749.989437,118.102434,WWR-NS3_WWR-EW1_ShadeDepth2_SHGCVLT3_ExWall0.png
20,60,600,0.58,0.66,1.4,129.82,473.715556,149.997887,473.715556,307.915112,32.999535,154.248213,30.791511,9.749863,95.486989,333.902331,66.930453,WWR-NS0_WWR-EW2_ShadeDepth2_SHGCVLT3_ExWall0.png
40,60,600,0.58,0.66,1.4,137.76,473.715556,120.017885,473.715556,307.915112,26.403935,154.248213,30.791511,7.801163,95.486989,483.802344,111.900456,WWR-NS1_WWR-EW2_ShadeDepth2_SHGCVLT3_ExWall0.png
60,60,600,0.58,0.66,1.4,149.27,473.715556,90.037882,473.715556,307.915112,19.808334,154.248213,30.791511,5.852462,95.486989,633.702356,119.895124,WWR-NS2_WWR-EW2_ShadeDepth2_SHGCVLT3_ExWall0.png
80,60,600,0.58,0.66,1.4,162.09,473.715556,60.05788,473.715556,307.915112,13.212734,154.248213,30.791511,3.903762,95.486989,783.602369,119.895124,WWR-NS3_WWR-EW2_ShadeDepth2_SHGCVLT3_ExWall0.png
20,80,600,0.58,0.66,1.4,131.98,473.715556,143.275301,473.715556,307.915112,31.520566,154.248213,30.791511,9.312895,95.486989,367.515263,66.930453,WWR-NS0_WWR-EW3_ShadeDepth2_SHGCVLT3_ExWall0.png
40,80,600,0.58,0.66,1.4,140.84,473.715556,113.295299,473.715556,307.915112,24.924966,154.248213,30.791511,7.364194,95.486989,517.415275,111.900456,WWR-NS1_WWR-EW3_ShadeDepth2_SHGCVLT3_ExWall0.png
60,80,600,0.58,0.66,1.4,151.24,473.715556,83.315296,473.715556,307.915112,18.329365,154.248213,30.791511,5.415494,95.486989,667.315288,119.895124,WWR-NS2_WWR-EW3_ShadeDepth2_SHGCVLT3_ExWall0.png
80,80,600,0.58,0.66,1.4,163.85,473.715556,53.335293,473.715556,307.915112,11.733765,154.248213,30.791511,3.466794,95.486989,817.215301,119.895124,WWR-NS3_WWR-EW3_ShadeDepth2_SHGCVLT3_ExWall0.png
20,20,900,0.58,0.66,1.4,125.17,473.715556,163.44306,473.715556,307.915112,35.957473,154.248213,30.791511,10.623799,95.486989,266.676467,82.580825,WWR-NS0_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall0.png
40,20,900,0.58,0.66,1.4,131.83,473.715556,133.463058,473.715556,307.915112,29.361873,154.248213,30.791511,8.675099,95.486989,416.57648,150.035831,WWR-NS1_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall0.png
60,20,900,0.58,0.66,1.4,143.01,473.715556,103.483055,473.715556,307.915112,22.766272,154.248213,30.791511,6.726399,95.486989,566.476493,162.027832,WWR-NS2_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall0.png
80,20,900,0.58,0.66,1.4,155.73,473.715556,73.503053,473.715556,307.915112,16.170672,154.248213,30.791511,4.777698,95.486989,716.376506,162.027832,WWR-NS3_WWR-EW0_ShadeDepth3_SHGCVLT3_ExWall0.png
20,40,900,0.58,0.66,1.4,126.52,473.715556,156.720474,473.715556,307.915112,34.478504,154.248213,30.791511,10.186831,95.486989,300.289399,97.706644,WWR-NS0_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall0.png
40,40,900,0.58,0.66,1.4,132.96,473.715556,126.740471,473.715556,307.915112,27.882904,154.248213,30.791511,8.238131,95.486989,450.189412,165.16165,WWR-NS1_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall0.png
60,40,900,0.58,0.66,1.4,144.04,473.715556,96.760469,473.715556,307.915112,21.287303,154.248213,30.791511,6.28943,95.486989,600.089425,177.153651,WWR-NS2_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall0.png
80,40,900,0.58,0.66,1.4,156.71,473.715556,66.780466,473.715556,307.915112,14.691703,154.248213,30.791511,4.34073,95.486989,749.989437,177.153651,WWR-NS3_WWR-EW1_ShadeDepth3_SHGCVLT3_ExWall0.png
20,60,900,0.58,0.66,1.4,128.37,473.715556,149.997887,473.715556,307.915112,32.999535,154.248213,30.791511,9.749863,95.486989,333.902331,100.395679,WWR-NS0_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall0.png
40,60,900,0.58,0.66,1.4,134.84,473.715556,120.017885,473.715556,307.915112,26.403935,154.248213,30.791511,7.801163,95.486989,483.802344,167.850685,WWR-NS1_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall0.png
60,60,900,0.58,0.66,1.4,145.58,473.715556,90.037882,473.715556,307.915112,19.808334,154.248213,30.791511,5.852462,95.486989,633.702356,179.842686,WWR-NS2_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall0.png
80,60,900,0.58,0.66,1.4,158.18,473.715556,60.05788,473.715556,307.915112,13.212734,154.248213,30.791511,3.903762,95.486989,783.602369,179.842686,WWR-NS3_WWR-EW2_ShadeDepth3_SHGCVLT3_ExWall0.png
20,80,900,0.58,0.66,1.4,130.45,473.715556,143.275301,473.715556,307.915112,31.520566,154.248213,30.791511,9.312895,95.486989,367.515263,100.395679,WWR-NS0_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall0.png
40,80,900,0.58,0.66,1.4,137.89,473.715556,113.295299,473.715556,307.915112,24.924966,154.248213,30.791511,7.364194,95.486989,517.415275,167.850685,WWR-NS1_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall0.png
60,80,900,0.58,0.66,1.4,147.48,473.715556,83.315296,473.715556,307.915112,18.329365,154.248213,30.791511,5.415494,95.486989,667.315288,179.842686,WWR-NS2_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall0.png
80,80,900,0.58,0.66,1.4,159.92,473.715556,53.335293,473.715556,307.915112,11.733765,154.248213,30.791511,3.466794,95.486989,817.215301,179.842686,WWR-NS3_WWR-EW3_ShadeDepth3_SHGCVLT3_ExWall0.png
20,20,0,0.22,0.3,1,116.8,473.715556,163.44306,473.715556,307.915112,22.882028,154.248213,30.791511,10.623799,95.486989,266.676467,0,WWR-NS0_WWR-EW0_ShadeDepth0_SHGCVLT0_ExWall1.png
40,20,0,0.22,0.3,1,121.22,473.715556,133.463058,473.715556,307.915112,18.684828,154.248213,30.791511,8.675099,95.486989,416.57648,0,WWR-NS1_WWR-EW0_ShadeDepth0_SHGCVLT0_ExWall1.png
60,20,0,0.22,0.3,1,125.83,473.715556,103.483055,473.715556,307.915112,14.487628,154.248213,30.791511,6.726399,95.486989,566.476493,0,WWR-NS2_WWR-EW0_ShadeDepth0_SHGCVLT0_ExWall1.png
80,20,0,0.22,0.3,1,130.49,473.715556,73.503053,473.715556,307.915112,10.290427,154.248213,30.791511,4.777698,95.486989,716.376506,0,WWR-NS3_WWR-EW0_ShadeDepth0_SHGCVLT0_ExWall1.png
20,40,0,0.22,0.3,1,117.55,473.715556,156.720474,473.715556,307.915112,21.940866,154.248213,30.791511,10.186831,95.486989,300.289399,0,WWR-NS0_WWR-EW1_ShadeDepth0_SHGCVLT0_ExWall1.png
40,40,0,0.22,0.3,1,122.03,473.715556,126.740471,473.715556,307.915112,17.743666,154.248213,30.791511,8.238131,95.486989,450.189412,0,WWR-NS1_WWR-EW1_ShadeDepth0_SHGCVLT0_ExWall1.png
60,40,0,0.22,0.3,1,126.61,473.715556,96.760469,473.715556,307.915112,13.546466,154.248213,30.791511,6.28943,95.486989,600.089425,0,WWR-NS2_WWR-EW1_ShadeDepth0_SHGCVLT0_ExWall1.png
80,40,0,0.22,0.3,1,131.27,473.715556,66.780466,473.715556,307.915112,9.349265,154.248213,30.791511,4.34073,95.486989,749.989437,0,WWR-NS3_WWR-EW1_ShadeDepth0_SHGCVLT0_ExWall1.png
20,60,0,0.22,0.3,1,118.27,473.715556,149.997887,473.715556,307.915112,20.999704,154.248213,30.791511,9.749863,95.486989,333.902331,0,WWR-NS0_WWR-EW2_ShadeDepth0_SHGCVLT0_ExWall1.png
40,60,0,0.22,0.3,1,122.76,473.715556,120.017885,473.715556,307.915112,16.802504,154.248213,30.791511,7.801163,95.486989,483.802344,0,WWR-NS1_WWR-EW2_ShadeDepth0_SHGCVLT0_ExWall1.png
60,60,0,0.22,0.3,1,127.36,473.715556,90.037882,473.715556,307.915112,12.605304,154.248213,30.791511,5.852462,95.486989,633.702356,0,WWR-NS2_WWR-EW2_ShadeDepth0_SHGCVLT0_ExWall1.png
80,60,0,0.22,0.3,1,132.01,473.715556,60.05788,473.715556,307.915112,8.408103,154.248213,30.791511,3.903762,95.486989,783.602369,0,WWR-NS3_WWR-EW2_ShadeDepth0_SHGCVLT0_ExWall1.png
20,80,0,0.22,0.3,1,118.89,473.715556,143.275301,473.715556,307.915112,20.058542,154.248213,30.791511,9.312895,95.486989,367.515263,0,WWR-NS0_WWR-EW3_ShadeDepth0_SHGCVLT0_ExWall1.png
40,80,0,0.22,0.3,1,123.53,473.715556,113.295299,473.715556,307.915112,15.861342,154.248213,30.791511,7.364194,95.486989,517.415275,0,WWR-NS1_WWR-EW3_ShadeDepth0_SHGCVLT0_ExWall1.png
60,80,0,0.22,0.3,1,128.12,473.715556,83.315296,473.715556,307.915112,11.664141,154.248213,30.791511,5.415494,95.486989,667.315288,0,WWR-NS2_WWR-EW3_ShadeDepth0_SHGCVLT0_ExWall1.png
80,80,0,0.22,0.3,1,132.74,473.715556,53.335293,473.715556,307.915112,7.466941,154.248213,30.791511,3.466794,95.486989,817.215301,0,WWR-NS3_WWR-EW3_ShadeDepth0_SHGCVLT0_ExWall1.png
20,20,300,0.22,0.3,1,116.2,473.715556,163.44306,473.715556,307.915112,22.882028,154.248213,30.791511,10.623799,95.486989,266.676467,27.526942,WWR-NS0_WWR-EW0_ShadeDepth1_SHGCVLT0_ExWall1.png
40,20,300,0.22,0.3,1,119.63,473.715556,133.463058,473.715556,307.915112,18.684828,154.248213,30.791511,8.675099,95.486989,416.57648,50.011944,WWR-NS1_WWR-EW0_ShadeDepth1_SHGCVLT0_ExWall1.png
60,20,300,0.22,0.3,1,124.07,473.715556,103.483055,473.715556,307.915112,14.487628,154.248213,30.791511,6.726399,95.486989,566.476493,54.009277,WWR-NS2_WWR-EW0_ShadeDepth1_SHGCVLT0_ExWall1.png
80,20,300,0.22,0.3,1,128.7,473.715556,73.503053,473.715556,307.915112,10.290427,154.248213,30.791511,4.777698,95.486989,716.376506,54.009277,WWR-NS3_WWR-EW0_ShadeDepth1_SHGCVLT0_ExWall1.png
20,40,300,0.22,0.3,1,116.53,473.715556,156.720474,473.715556,307.915112,21.940866,154.248213,30.791511,10.186831,95.486989,300.289399,32.568881,WWR-NS0_WWR-EW1_ShadeDepth1_SHGCVLT0_ExWall1.png
40,40,300,0.22,0.3,1,120.31,473.715556,126.740471,473.715556,307.915112,17.743666,154.248213,30.791511,8.238131,95.486989,450.189412,55.053883,WWR-NS1_WWR-EW1_ShadeDepth1_SHGCVLT0_ExWall1.png
60,40,300,0.22,0.3,1,124.73,473.715556,96.760469,473.715556,307.915112,13.546466,154.248213,30.791511,6.28943,95.486989,600.089425,59.051217,WWR-NS2_WWR-EW1_ShadeDepth1_SHGCVLT0_ExWall1.png
80,40,300,0.22,0.3,1,129.33,473.715556,66.780466,473.715556,307.915112,9.349265,154.248213,30.791511,4.34073,95.486989,749.989437,59.051217,WWR-NS3_WWR-EW1_ShadeDepth1_SHGCVLT0_ExWall1.png
20,60,300,0.22,0.3,1,117.18,473.715556,149.997887,473.715556,307.915112,20.999704,154.248213,30.791511,9.749863,95.486989,333.902331,33.465226,WWR-NS0_WWR-EW2_ShadeDepth1_SHGCVLT0_ExWall1.png
40,60,300,0.22,0.3,1,121.05,473.715556,120.017885,473.715556,307.915112,16.802504,154.248213,30.791511,7.801163,95.486989,483.802344,55.950228,WWR-NS1_WWR-EW2_ShadeDepth1_SHGCVLT0_ExWall1.png
60,60,300,0.22,0.3,1,125.46,473.715556,90.037882,473.715556,307.915112,12.605304,154.248213,30.791511,5.852462,95.486989,633.702356,59.947562,WWR-NS2_WWR-EW2_ShadeDepth1_SHGCVLT0_ExWall1.png
80,60,300,0.22,0.3,1,130.04,473.715556,60.05788,473.715556,307.915112,8.408103,154.248213,30.791511,3.903762,95.486989,783.602369,59.947562,WWR-NS3_WWR-EW2_ShadeDepth1_SHGCVLT0_ExWall1.png
20,80,300,0.22,0.3,1,117.89,473.715556,143.275301,473.715556,307.915112,20.058542,154.248213,30.791511,9.312895,95.486989,367.515263,33.465226,WWR-NS0_WWR-EW3_ShadeDepth1_SHGCVLT0_ExWall1.png
40,80,300,0.22,0.3,1,121.8,473.715556,113.295299,473.715556,307.915112,15.861342,154.248213,30.791511,7.364194,95.486989,517.415275,55.950228,WWR-NS1_WWR-EW3_ShadeDepth1_SHGCVLT0_ExWall1.png
60,80,300,0.22,0.3,1,126.2,473.715556,83.315296,473.715556,307.915112,11.664141,154.248213,30.791511,5.415494,95.486989,667.315288,59.947562,WWR-NS2_WWR-EW3_ShadeDepth1_SHGCVLT0_ExWall1.png
80,80,300,0.22,0.3,1,130.78,473.715556,53.335293,473.715556,307.915112,7.466941,154.248213,30.791511,3.466794,95.486989,817.215301,59.947562,WWR-NS3_WWR-EW3_ShadeDepth1_SHGCVLT0_ExWall1.png
20,20,600,0.22,0.3,1,115.51,473.715556,163.44306,473.715556,307.915112,22.882028,154.248213,30.791511,10.623799,95.486989,266.676467,55.053883,WWR-NS0_WWR-EW0_ShadeDepth2_SHGCVLT0_ExWall1.png
40,20,600,0.22,0.3,1,118.36,473.715556,133.463058,473.715556,307.915112,18.684828,154.248213,30.791511,8.675099,95.486989,416.57648,100.023887,WWR-NS1_WWR-EW0_ShadeDepth2_SHGCVLT0_ExWall1.png
60,20,600,0.22,0.3,1,122.54,473.715556,103.483055,473.715556,307.915112,14.487628,154.248213,30.791511,6.726399,95.486989,566.476493,108.018555,WWR-NS2_WWR-EW0_ShadeDepth2_SHGCVLT0_ExWall1.png
80,20,600,0.22,0.3,1,126.19,473.715556,73.503053,473.715556,307.915112,10.290427,154.248213,30.791511,4.777698,95.486989,716.376506,108.018555,WWR-NS3_WWR-EW0_ShadeDepth2_SHGCVLT0_ExWall1.png
20,40,600,0.22,0.3,1,116.02,473.715556,156.720474,473.715556,307.915112,21.940866,154.248213,30.791511,10.186831,95.486989,300.289399,65.137763,WWR-NS0_WWR-EW1_ShadeDepth2_SHGCVLT0_ExWall1.png
40,40,600,0.22,0.3,1,118.88,473.715556,126.740471,473.715556,307.915112,17.743666,154.248213,30.791511,8.238131,95.486989,450.189412,110.107767,WWR-NS1_WWR-EW1_ShadeDepth2_SHGCVLT0_ExWall1.png
60,40,600,0.22,0.3,1,123.05,473.715556,96.760469,473.715556,307.915112,13.546466,154.248213,30.791511,6.28943,95.486989,600.089425,118.102434,WWR-NS2_WWR-EW1_ShadeDepth2_SHGCVLT0_ExWall1.png
80,40,600,0.22,0.3,1,126.61,473.715556,66.780466,473.715556,307.915112,9.349265,154.248213,30.791511,4.34073,95.486989,749.989437,118.102434,WWR-NS3_WWR-EW1_ShadeDepth2_SHGCVLT0_ExWall1.png
20,60,600,0.22,0.3,1,116.69,473.715556,149.997887,473.715556,307.915112,20.999704,154.248213,30.791511,9.749863,95.486989,333.902331,66.930453,WWR-NS0_WWR-EW2_ShadeDepth2_SHGCVLT0_ExWall1.png
40,60,600,0.22,0.3,1,119.58,473.715556,120.017885,473.715556,307.915112,16.802504,154.248213,30.791511,7.801163,95.486989,483.802344,111.900456,WWR-NS1_WWR-EW2_ShadeDepth2_SHGCVLT0_ExWall1.png
60,60,600,0.22,0.3,1,123.74,473.715556,90.037882,473.715556,307.915112,12.605304,154.248213,30.791511,5.852462,95.486989,633.702356,119.895124,WWR-NS2_WWR-EW2_ShadeDepth2_SHGCVLT0_ExWall1.png
80,60,600,0.22,0.3,1,128.24,473.715556,60.05788,473.715556,307.915112,8.408103,154.248213,30.791511,3.903762,95.486989,783.602369,119.895124,WWR-NS3_WWR-EW2_ShadeDepth2_SHGCVLT0_ExWall1.png
20,80,600,0.22,0.3,1,117.42,473.715556,143.275301,473.715556,307.915112,20.058542,154.248213,30.791511,9.312895,95.486989,367.515263,66.930453,WWR-NS0_WWR-EW3_ShadeDepth2_SHGCVLT0_ExWall1.png
40,80,600,0.22,0.3,1,120.56,473.715556,113.295299,473.715556,307.915112,15.861342,154.248213,30.791511,7.364194,95.486989,517.415275,111.900456,WWR-NS1_WWR-EW3_ShadeDepth2_SHGCVLT0_ExWall1.png
60,80,600,0.22,0.3,1,124.47,473.715556,83.315296,473.715556,307.915112,11.664141,154.248213,30.791511,5.415494,95.486989,667.315288,119.895124,WWR-NS2_WWR-EW3_ShadeDepth2_SHGCVLT0_ExWall1.png
80,80,600,0.22,0.3,1,128.96,473.715556,53.335293,473.715556,307.915112,7.466941,154.248213,30.791511,3.466794,95.486989,817.215301,119.895124,WWR-NS3_WWR-EW3_ShadeDepth2_SHGCVLT0_ExWall1.png
20,20,900,0.22,0.3,1,115.06,473.715556,163.44306,473.715556,307.915112,22.882028,154.248213,30.791511,10.623799,95.486989,266.676467,82.580825,WWR-NS0_WWR-EW0_ShadeDepth3_SHGCVLT0_ExWall1.png
